336	6	3	0
337	1	10	0
338	8	4	3
339	9	0	0
340	4	10	1
342	9	13	3
343	12	2	1
344	4	6	1
347	11	11	3
348	12	0	1
349	12	5	2
350	10	7	2
351	5	7	3
352	9	8	0
353	7	5	3
354	8	0	1
356	3	10	0
357	11	13	3
359	9	9	1
360	3	3	3
361	12	7	2
362	7	3	3
366	6	7	0
369	12	13	2
370	14	15	2
371	10	4	1
373	9	2	0
374	13	1	1
375	8	7	2
378	0	4	3
379	9	8	2
380	4	12	3
382	7	7	1
384	10	7	0
385	14	9	2
388	5	5	1
389	2	7	0
390	3	0	0
392	9	15	3
396	3	15	3
398	7	0	0
399	9	7	1
401	10	11	0
402	7	8	0
404	4	9	2
405	12	3	2
407	4	9	0
408	4	0	1
409	1	2	0
410	4	3	0
413	7	7	3
414	0	1	0
415	7	10	2
417	8	15	2
420	11	8	2
421	8	5	2
422	6	14	3
425	4	4	1
426	0	6	3
431	5	9	3
432	10	8	3
433	10	12	3
434	10	9	2
436	8	11	2
437	14	8	1
438	14	5	2
439	10	3	0
440	4	14	3
441	4	8	3
442	7	13	3
445	6	5	0
446	14	7	2
448	11	7	1
449	3	13	3
450	4	8	1
453	14	13	2
454	9	7	3
456	11	5	1
457	6	7	2
460	8	2	1
461	6	12	3
464	3	9	3
466	3	11	3
467	7	12	2
469	9	5	3
472	8	8	1
473	8	9	0
475	13	6	2
476	11	8	0
477	5	4	0
478	6	8	3
480	11	14	2
483	6	10	3
484	3	7	3
485	6	9	0
486	3	2	0
488	9	14	2
489	3	5	3
491	8	6	1
494	8	9	2
497	10	1	0
498	8	10	1
499	4	7	0
500	11	9	1
501	8	4	1
504	14	2	1
506	14	4	1
508	10	6	3
513	12	10	2
516	12	7	1
518	10	6	0
519	8	9	3
521	13	6	1
522	2	13	3
524	5	12	1
526	14	10	2
527	8	11	3
530	5	8	1
534	6	1	1
535	7	11	0
536	5	11	2
537	6	4	2
539	13	11	2
542	1	8	3
543	11	5	0
546	5	13	2
549	9	5	0
551	6	5	1
553	2	6	0
554	1	11	0
555	10	6	2
556	0	15	3
558	14	14	2
559	1	4	3
560	2	8	0
561	7	1	0
563	8	7	3
566	13	8	1
569	0	11	3
571	11	9	0
572	7	10	3
574	7	10	1
575	13	4	1
576	9	10	3
579	12	5	1
581	8	15	3
583	2	4	0
585	8	6	0
587	6	8	2
590	12	11	1
591	6	9	1
594	10	1	1
597	9	3	2
598	4	12	0
601	10	11	1
602	8	4	0
604	5	1	0
606	3	3	2
607	5	11	0
608	2	15	3
609	9	2	1
611	1	10	3
613	9	12	1
615	5	5	2
616	3	12	1
617	6	14	2
618	11	2	1
619	3	6	1
621	4	3	3
622	12	12	2
623	5	12	3
627	1	3	0
628	8	4	2
630	14	4	2
632	10	7	1
633	6	6	2
635	8	10	0
637	9	13	2
638	7	4	1
639	11	6	3
641	5	15	2
643	0	12	0
645	6	2	0
646	2	9	3
647	6	11	1
648	2	10	0
649	11	10	3
650	4	11	1
651	11	14	3
653	1	9	0
654	10	10	0
655	5	6	3
656	2	11	3
659	7	7	0
660	7	4	3
662	3	11	2
663	6	3	1
665	1	5	0
667	7	13	2
669	13	15	2
671	10	12	2
672	5	10	1
674	1	14	3
675	8	2	0
677	4	10	2
678	10	3	1
679	0	6	0
680	4	14	2
681	13	10	1
683	12	4	2
684	8	5	3
685	0	13	3
686	12	1	1
687	9	7	2
692	11	7	2
693	1	6	3
694	11	12	3
695	8	13	3
699	7	8	1
701	7	6	1
702	4	8	0
703	13	2	1
704	13	9	2
706	5	6	1
709	5	0	1
711	9	8	1
713	8	8	0
714	7	6	3
715	1	1	0
719	6	10	2
720	3	4	3
722	0	8	0
724	7	15	2
727	4	2	0
728	10	11	3
729	14	5	1
730	14	9	1
731	13	7	2
732	11	1	0
733	5	7	0
734	7	5	0
736	11	7	0
737	4	9	1
738	13	13	2
739	0	10	0
740	9	14	3
741	13	0	1
743	8	0	0
744	11	11	0
745	5	3	0
746	9	4	3
747	6	7	3
748	9	9	0
749	12	6	2
752	4	5	1
753	10	15	3
755	7	9	2
756	0	0	0
757	0	5	3
758	10	8	2
759	5	8	3
760	4	13	3
761	7	12	3
762	7	11	2
763	13	5	2
764	4	7	3
768	9	7	0
770	2	12	0
773	11	15	2
780	6	5	3
781	2	0	0
782	1	12	3
787	5	4	3
789	9	0	1
792	10	4	2
793	7	12	1
795	11	4	3
798	13	12	1
799	5	10	3
800	10	9	3
802	14	7	1
803	9	11	0
804	11	9	2
805	2	7	3
806	11	11	2
807	3	9	0
808	5	9	2
810	10	13	3
812	3	11	0
813	6	8	0
814	8	6	2
815	6	7	1
816	3	1	0
817	4	15	3
818	4	8	2
819	3	0	1
820	7	14	3
822	11	8	3
823	5	14	3
824	3	8	1
827	7	8	3
828	3	3	0
829	4	5	3
830	10	9	1
833	8	12	0
834	9	5	2
835	9	15	2
836	11	12	1
838	2	3	3
840	12	8	2
841	5	4	1
842	1	7	0
843	2	5	3
844	6	15	3
846	10	3	3
849	6	3	3
852	6	0	0
855	3	7	2
858	4	3	1
861	0	7	3
862	3	2	1
863	9	6	1
865	5	3	2
866	4	12	2
867	13	3	2
873	9	11	2
874	3	10	1
875	11	0	1
876	7	0	1
878	9	3	0
882	10	12	0
883	0	2	0
885	3	4	1
886	8	10	2
887	6	6	0
889	7	2	1
890	4	9	3
891	5	5	0
892	6	10	0
898	3	15	2
900	9	8	3
901	6	12	0
903	7	3	2
905	12	14	2
906	11	5	2
907	9	12	3
908	4	7	1
909	10	0	0
910	3	13	2
911	12	3	1
913	8	1	1
914	10	10	2
919	9	10	1
920	11	4	1
921	0	3	3
923	7	7	2
924	4	6	2
925	3	5	2
926	4	6	0
930	14	11	1
931	12	9	1
932	3	5	0
933	5	2	1
934	4	4	2
935	8	12	2
936	7	3	0
938	9	1	0
940	0	9	3
941	8	3	3
942	9	4	1
944	10	8	0
945	14	1	1
946	4	10	0
947	4	4	0
950	10	4	0
951	14	6	2
952	14	12	2
953	10	5	1
954	4	11	3
956	11	13	2
957	8	8	2
958	10	2	0
960	11	6	1
962	3	14	3
963	4	0	0
964	5	7	2
966	6	11	3
968	3	8	3
969	6	12	2
970	3	9	2
971	5	9	0
972	2	2	0
974	11	3	2
976	10	14	2
978	3	6	3
979	6	13	3
981	0	4	0
982	7	5	2
985	8	11	1
986	11	10	1
987	11	3	0
989	9	9	2
990	8	5	1
992	11	8	1
994	8	3	1
995	9	6	3
996	3	12	3
998	3	7	0
1000	4	1	1
1001	3	10	3
1002	6	4	0
1004	8	9	1
1008	14	8	2
1009	8	7	1
1010	7	9	0
1012	8	14	2
1013	6	9	3
1016	10	7	3
1018	10	5	3
1020	14	3	1
